,Dalc,Fedu,Fjob,G1_mat,G1_por,G2_mat,G2_por,G3_mat,G3_por,Medu,Mjob,Pstatus,Walc,absences,activities,address,age,failures,famrel,famsize,famsup,freetime,goout,guardian,hash,health,higher,in_Math,in_Portuguese,internet,nursery,paid,reason,romantic,school,schoolsup,sex,studytime,traveltime
664,1,3,other,13.0,,11.0,,11.0,,2,other,T,1,40,no,R,19,1,4,GT3,no,1,2,other,-7172016702080901692,3,yes,1,0,yes,yes,no,reputation,yes,GP,no,F,3,1
665,1,1,at_home,14.0,,13.0,,13.0,,3,services,A,2,12,no,R,19,1,5,GT3,no,4,3,other,-8378615456196870561,5,yes,1,0,no,yes,yes,home,no,GP,no,F,3,1
666,1,1,services,11.0,,12.0,,11.0,,2,services,T,3,4,yes,U,19,1,4,GT3,no,3,4,other,6325619029161960689,3,yes,1,0,yes,yes,yes,home,yes,GP,no,F,3,1
667,1,4,other,13.0,,13.0,,13.0,,1,at_home,A,4,0,no,R,18,0,4,LE3,no,3,4,mother,9036591936240411000,5,yes,1,0,no,yes,no,course,yes,MS,no,F,2,3
668,2,1,other,13.0,,12.0,,12.0,,1,at_home,T,3,2,yes,R,18,1,4,LE3,no,4,3,mother,-5441109823757620990,5,no,1,0,no,no,no,other,no,MS,no,M,2,2
669,1,2,services,7.0,,7.0,,9.0,,3,services,T,1,4,yes,U,19,2,3,LE3,no,2,2,other,2467516266318071882,3,yes,1,0,no,yes,no,home,yes,MS,no,F,2,2
670,1,2,other,15.0,,14.0,,15.0,,4,health,T,1,4,no,U,20,2,5,GT3,yes,4,3,other,2416646008563308683,3,yes,1,0,yes,no,yes,course,yes,MS,no,F,3,2
671,4,2,services,9.0,,9.0,,9.0,,2,services,A,5,11,no,U,20,2,5,LE3,yes,5,4,other,3794247851922359871,4,yes,1,0,no,yes,yes,course,no,MS,no,M,2,1
672,3,1,other,10.0,,8.0,,7.0,,1,other,T,3,3,no,R,21,3,5,GT3,no,5,3,other,7605352630263914919,3,yes,1,0,no,no,no,course,no,MS,no,M,1,1
673,3,1,at_home,8.0,,9.0,,9.0,,1,other,T,3,5,no,U,19,0,3,LE3,no,2,3,father,6440311890281906433,5,yes,1,0,yes,yes,no,course,no,MS,no,M,1,1
